BDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-5-4,28,26,23,23,22,21,89,80,74,1007,1004,1003,5,5,4,35,8,,0.00,5,Rain,139<br />
2001-5-5,29,27,24,24,22,21,89,82,74,1009,1007,1005,6,5,4,24,11,,0.00,5,,125<br />
2001-5-6,29,26,22,23,21,20,88,79,66,1008,1005,1003,6,5,4,24,11,,0.00,5,,120<br />
2001-5-7,27,23,21,24,22,20,94,87,74,1007,1005,1002,5,4,2,23,10,,0.00,4,Rain-Thunderstorm,130<br />
2001-5-8,25,23,22,22,21,20,94,89,83,1004,1002,1000,4,4,3,24,13,,0.00,6,Rain-Thunderstorm,131<br />
2001-5-9,29,26,23,25,23,21,100,86,70,1007,1001,999,5,4,3,14,6,,0.00,6,Rain,119<br />
2001-5-10,27,23,21,24,22,19,94,86,83,1003,1001,999,5,4,4,24,13,,0.00,6,Rain-Thunderstorm,125<br />
2001-5-11,27,24,22,22,21,20,94,82,70,1006,1003,1001,5,4,4,23,11,,0.00,6,Rain-Thunderstorm,106<br />
2001-5-12,29,26,23,23,22,20,89,78,66,1005,1003,1000,8,6,4,19,10,,0.00,3,Thunderstorm,131<br />
2001-5-13,32,28,24,23,22,22,89,71,55,1004,1002,1000,6,5,4,13,5,,0.00,4,,141<br />
2001-5-14,33,29,25,25,22,2,89,68,21,1005,1003,1001,7,5,4,13,5,,0.00,2,,198<br />
2001-5-15,33,29,26,25,24,22,84,72,59,1010,1005,1002,7,6,5,13,5,,0.00,2,,159<br />
2001-5-16,33,29,26,25,24,22,84,74,62,1007,1004,1002,7,6,4,50,8,,0.00,3,,222<br />
2001-5-17,33,29,26,25,24,23,84,72,59,1007,1004,1001,8,6,4,13,6,,0.00,3,,183<br />
2001-5-18,33,30,27,25,24,22,89,73,59,1006,1004,1001,7,6,5,16,10,,0.00,4,,153<br />
2001-5-19,32,28,25,26,24,21,89,78,66,1006,1003,1000,7,5,3,19,11,,0.00,5,Rain-Thunderstorm,159<br />
2001-5-20,34,28,23,25,22,21,89,74,55,1005,1003,1000,7,6,4,40,10,61,0.00,4,Rain-Thunderstorm,162<br />
2001-5-21,31,27,24,25,23,22,89,78,66,1005,1002,1000,6,4,4,16,10,,0.00,5,Rain-Thunderstorm,169<br />
2001-5-22,30,28,25,27,24,23,89,84,70,1004,1002,1000,7,5,4,23,6,,0.00,6,Rain-Thunderstorm,180<br />
2001-5-23,33,29,26,29,26,22,94,80,59,1003,1001,996,7,5,4,26,11,,0.00,5,Rain-Thunderstorm,171<br />
2001-5-24,31,28,25,25,23,23,89,80,66,1001,1000,997,7,5,3,21,11,,0.00,5,Rain-Thunderstorm,150<br />
2001-5-25,31,28,26,26,24,22,84,79,70,1000,999,996,6,5,5,24,14,,0.00,5,,126<br />
2001-5-26,31,26,21,24,23,20,94,77,62,1004,1001,998,6,5,4,32,6,,0.00,4,Rain,157<br />
2001-5-27,33,29,25,25,24,23,94,76,62,1011,1003,1000,7,6,4,19,3,,0.00,4,,303<br />
2001-5-28,34,30,26,26,24,22,89,68,49,1003,1000,997,7,5,4,13,3,,0.00,3,,227<br />
2001-5-29,30,27,23,26,24,22,94,82,70,1004,1001,998,7,5,3,40,13,,0.00,5,Rain-Thunderstorm,141<br />
2001-5-30,31,28,25,25,24,22,94,82,70,1011,1000,997,7,5,4,16,5,,0.00,6,Rain-Thunderstorm,131<br />
2001-5-31,32,29,26,26,24,22,89,80,66,1002,1000,997,6,5,4,93,11,,0.00,6,Rain,169<br />
2001-6-1,32,28,25,26,23,3,89,78,24,1003,1001,999,7,5,4,16,5,,0.00,5,,136<br />
2001-6-2,32,29,26,26,24,23,89,84,66,1006,1003,1001,6,4,3,14,10,,0.00,6,Rain-Thunderstorm,159<br />
2001-6-3,30,28,25,26,24,23,89,83,79,1007,1005,1004,5,5,3,35,16,,0.00,6,Rain-Thunderstorm,156<br />
2001-6-4,28,27,25,26,24,23,94,86,79,1006,1004,1000,6,5,3,23,14,,0.00,6,Rain-Thunderstorm,180<br />
2001-6-5,29,27,24,24,23,21,94,89,74,1003,1002,1000,5,4,2,23,14,,0.00,7,Rain-Thunderstorm,178<br />
2001-6-6,29,27,25,26,24,23,94,88,79,1002,1001,999,5,4,3,19,13,,0.00,6,Rain-Thunderstorm,172<br />
2001-6-7,29,27,24,27,24,23,94,88,79,1011,1001,999,6,4,3,23,10,,0.00,6,,135<br />
2001-6-8,31,28,26,26,24,24,94,83,70,1001,1000,997,6,5,3,16,10,,0.00,5,,161<br />
2001-6-9,31,28,26,26,25,24,89,82,74,1002,1000,998,6,5,4,19,13,,0.00,5,,146<br />
2001-6-10,32,29,26,26,25,24,89,77,66,1001,999,996,6,5,4,14,5,,0.00,4,,137<br />
2001-6-11,32,28,25,26,25,24,94,79,66,1001,999,997,8,5,4,29,6,,0.00,4,Rain,137<br />
2001-6-12,33,30,27,26,24,24,84,76,63,1002,999,997,7,5,4,27,13,,0.00,5,,139<br />
2001-6-13,31,28,26,25,24,23,89,80,70,1008,1001,998,6,5,4,37,23,,0.00,6,Rain,121<br />
2001-6-14,27,26,25,25,24,23,94,89,84,1001,1000,998,10,5,3,37,27,,0.00,7,Rain,126<br />
2001-6-15,28,27,25,24,24,23,94,88,79,1000,998,996,5,4,3,27,21,,0.00,7,Rain,140<br />
2001-6-16,29,27,25,25,24,23,94,85,74,997,995,993,8,5,4,14,11,,0.00,6,Rain,143<br />
2001-6-17,29,27,25,25,24,23,94,87,79,998,995,994,6,5,3,23,10,,0.00,7,Rain,170<br />
2001-6-18,27,26,25,25,24,23,94,91,84,1000,998,995,5,4,4,19,11,,0.00,7,Rain,162<br />
2001-6-19,30,27,24,26,24,22,94,88,79,1001,999,998,5,4,1,23,11,,0.00,7,Rain-Thunderstorm,171<br />
2001-6-20,30,28,26,27,24,24,89,85,70,999,998,995,5,4,4,19,14,,0.00,7,Rain,155<br />
2001-6-21,32,29,26,26,25,24,94,78,62,998,997,995,6,5,4,16,13,,0.00,4,Rain,134<br />
2001-6-22,30,28,27,26,25,24,94,83,74,999,996,995,6,5,4,23,13,,0.00,5,Rain,121<br />
2001-6-23,32,29,27,26,24,24,89,77,70,999,998,995,6,6,5,24,14,,0.00,6,,124<br />
2001-6-24,39,33,27,26,25,24,89,78,47,1000,999,997,6,5,3,27,16,,0.00,6,Rain,136<br />
2001-6-25,32,29,27,26,26,24,89,81,66,1000,999,997,7,5,4,19,10,,0.00,5,,130<br />
2001-6-26,32,30,28,26,24,2,89,75,18,999,998,995,7,5,5,23,16,,0.00,4,,139<br />
2001-6-27,30,28,27,27,26,25,89,86,84,999,998,996,6,5,4,26,16,,0.00,6,Rain,155<br />
2001-6-28,31,29,27,26,25,24,89,80,66,999,996,979,6,5,5,19,13,,0.00,4,,123<br />
2001-6-29,32,29,26,27,26,23,94,81,66,1001,998,997,7,5,1,29,19,,0.00,5,,146<br />
2001-6-30,29,27,26,26,25,24,94,87,84,1007,1002,999,6,5,4,23,16,,0.00,6,Rain,158<br />
2001-7-1,30,28,27,26,25,24,89,82,74,1004,1002,1000,6,5,4,23,13,,0.00,6,,157<br />
2001-7-2,30,28,27,26,25,24,89,85,79,1002,1000,997,6,5,4,23,13,,0.00,6,,153<br />
2001-7-3,31,28,26,25,24,23,84,78,70,1000,998,996,7,5,5,21,16,,0.00,5,,128<br />
2001-7-4,33,29,26,25,24,22,94,75,59,1000,997,994,6,5,4,23,11,,0.00,4,,140<br />
2001-7-5,33,30,28,27,26,24,89,75,63,998,996,993,8,6,4,16,10,,0.00,6,,154<br />
2001-7-6,34,31,28,26,25,24,89,76,63,998,996,995,8,5,4,23,8,,0.00,6,,121<br />
2001-7-7,33,30,28,26,26,25,89,77,66,999,997,995,7,6,4,23,18,,0.00,5,Rain,126<br />
2001-7-8,33,30,27,27,26,25,94,77,63,999,997,995,7,6,5,23,13,,0.00,5,Rain,130<br />
2001-7-9,31,29,27,26,26,25,89,82,70,1001,998,997,6,5,4,27,21,,0.00,5,,136<br />
2001-7-10,30,28,27,26,25,24,94,82,74,1002,1001,998,7,5,3,21,16,,0.00,6,Rain,138<br />
2001-7-11,31,29,27,26,25,25,89,83,70,1002,1000,999,7,5,4,21,16,,0.00,6,Rain,139<br />
2001-7-12,29,27,26,26,25,24,94,88,84,1003,1001,1000,6,5,4,23,14,,0.00,6,Rain,159<br />
2001-7-13,31,28,26,26,26,23,89,83,70,1003,1001,998,7,5,4,19,13,,0.00,5,Rain-Tornado,200<br />
2001-7-14,31,28,26,26,26,25,100,83,70,1003,1000,998,6,5,2,19,16,,0.00,6,Rain,148<br />
2001-7-15,32,30,28,27,26,24,89,78,62,1001,999,997,6,5,5,21,13,,0.00,6,,146<br />
2001-7-16,33,30,28,26,26,25,89,78,63,1000,999,996,8,6,4,24,14,,0.00,6,,141<br />
2001-7-17,32,29,27,26,25,24,89,78,62,1000,998,995,6,5,4,23,14,,0.00,5,,140<br />
2001-7-18,32,30,28,26,25,24,89,76,62,999,998,996,6,5,4,23,13,,0.00,5,Rain,146<br />
2001-7-19,29,28,28,26,26,24,89,85,79,1001,999,998,6,5,4,19,14,,0.00,6,Rain,142<br />
2001-7-20,30,28,27,26,25,25,89,80,74,1001,999,997,6,5,3,19,13,,0.00,5,Rain,174<br />
2001-7-21,32,29,27,26,26,25,89,81,70,1000,998,996,7,5,4,16,6,,0.00,7,Rain-Thunderstorm,143<br />
2001-7-22,32,29,27,26,25,25,89,81,66,1006,1000,998,7,6,5,19,14,,0.00,6,,134<br />
2001-7-23,35,31,27,26,26,24,84,78,59,1002,1001,999,7,6,5,21,14,,0.00,5,,157<br />
2001-7-24,30,28,27,26,25,24,89,83,79,1002,1001,1000,6,5,4,29,11,,0.00,6,Rain,166<br />
2001-7-25,29,28,27,27,26,25,100,89,79,1004,1002,1000,6,4,1,19,11,,0.00,6,Rain,166<br />
2001-7-26,30,28,27,27,26,25,94,86,74,1004,1002,1000,6,5,4,24,14,,0.00,5,Rain,168<br />
2001-7-27,29,28,27,27,26,25,94,88,84,1003,1001,999,6,5,5,23,14,,0.00,6,Rain,186<br />
2001-7-28,31,29,27,26,26,25,94,87,75,1002,1000,999,6,5,4,26,18,,0.00,6,Rain,197<br />
2001-7-29,30,28,27,27,26,25,94,90,74,1003,1002,1000,6,5,3,37,16,,0.00,6,Rain,191<br />
2001-7-30,29,27,26,27,26,25,94,91,84,1006,1003,1000,5,5,4,16,10,,0.00,6,Rain,190<br />
2001-7-31,30,28,26,27,26,24,94,89,84,1005,1003,1001,6,5,4,19,10,,0.00,6,Rain-Thunderstorm,199<br />
2001-8-1,32,29,26,26,26,25,94,83,70,1003,1001,998,8,6,5,16,10,,0.00,6,,202<br />
2001-8-2,31,29,27,27,26,25,94,84,74,1001,999,996,6,5,4,19,8,,0.00,6,Rain,127<br />
2001-8-3,32,30,28,26,26,25,84,78,70,1004,1001,999,6,6,4,14,6,,0.00,6,,146<br />
2001-8-4,33,30,28,29,26,24,94,78,59,1007,1005,1002,7,6,5,11,8,,0.00,6,,153<br />
2001-8-5,30,28,27,27,26,25,94,82,74,1007,1005,1003,6,5,4,11,5,,0.00,6,Rain-Thunderstorm,155<br />
2001-8-6,32,29,26,26,25,24,94,85,62,1007,1004,1002,7,5,4,19,8,,0.00,5,Rain,110<br />
2001-8-7,32,29,26,26,25,24,94,78,62,1005,1003,1000,7,6,4,11,3,,0.00,6,,158<br />
2001-8-8,32,29,27,27,26,23,89,80,66,1004,1003,1000,5,5,4,23,5,,0.00,6,Rain-Thunderstorm,263<br />
2001-8-9,32,29,27,27,25,2,94,80,16,1005,1004,1002,7,5,4,19,6,,0.00,6,Rain-Thunderstorm,149<br />
2001-8-10,32,30,29,27,26,24,84,76,62,1006,1005,1003,8,6,4,24,11,,0.00,4,,151<br />
2001-8-11,32,29,27,26,25,23,94,76,62,1006,1004,1001,8,6,5,14,10,,0.00,5,,163<br />
2001-8-12,32,30,28,26,26,25,89,77,70,1004,1002,999,7,6,5,13,8,,0.00,5,Rain,172<br />
2001-8-13,33,30,28,26,25,25,89,76,63,1001,1000,997,6,5,3,19,8,,0.00,5,Rain,123<br />
2001-8-14,31,29,28,27,26,24,89,80,70,1005,1002,1000,6,5,4,19,14,,0.00,6,,133<br />
2001-8-15,32,30,28,26,26,24,89,80,62,1005,1003,1001,7,5,4,21,14,,0.00,4,,145<br />
2001-8-16,28,27,27,26,26,25,89,87,84,1002,1000,997,6,5,5,11,10,,0.00,5,,156<br />
2001-8-17,31,28,26,26,25,24,89,82,70,999,998,995,6,5,5,14,8,,0.00,5,,138<br />
