SGT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-5-19,31,28,25,27,26,23,94,84,74,1011,1009,1006,10,10,10,13,5,,0.00,6,Rain-Thunderstorm,178<br />
2001-5-20,33,29,26,27,26,24,94,81,63,1010,1008,1006,10,10,10,19,6,,0.00,5,,156<br />
2001-5-21,33,30,28,27,26,24,89,78,59,1010,1008,1006,10,10,10,14,10,,0.00,4,,156<br />
2001-5-22,31,29,27,27,26,22,94,84,66,1011,1009,1007,10,10,5,19,6,,0.00,5,Rain-Thunderstorm,171<br />
2001-5-23,31,28,26,27,26,25,100,84,75,1010,1009,1007,10,10,10,14,5,,0.00,6,Thunderstorm,187<br />
2001-5-24,32,29,27,27,26,25,94,84,66,1010,1008,1005,10,10,10,16,5,,0.00,4,Thunderstorm,154<br />
2001-5-25,32,30,28,27,26,25,94,85,66,1009,1007,1005,10,10,10,21,8,,0.00,6,Thunderstorm,155<br />
2001-5-26,32,29,27,27,26,24,94,83,66,1009,1007,1006,10,10,9,27,6,,0.00,5,Thunderstorm,163<br />
2001-5-27,28,26,24,27,24,23,100,89,74,1011,1009,1007,10,9,5,26,6,,0.00,6,Rain-Thunderstorm,207<br />
2001-5-28,31,28,25,26,25,21,94,89,74,1010,1009,1006,10,10,7,19,2,,0.00,5,Thunderstorm,291<br />
2001-5-29,31,28,25,26,24,21,94,81,66,1010,1008,1006,10,10,10,11,3,,0.00,5,Rain,221<br />
2001-5-30,33,30,27,27,26,24,94,82,62,1011,1008,1006,10,10,5,23,5,,0.00,6,Thunderstorm,126<br />
2001-5-31,32,29,26,27,26,24,94,83,66,1010,1008,1006,10,9,6,19,5,,0.00,5,Rain-Thunderstorm,138<br />
2001-6-1,33,30,27,27,26,23,100,80,55,1010,1008,1005,10,10,10,23,5,,0.00,4,,90<br />
2001-6-2,32,29,27,26,25,24,89,80,70,1010,1009,1007,10,10,10,11,6,,0.00,4,,111<br />
2001-6-3,31,28,25,26,25,24,100,89,66,1010,1009,1007,10,9,4,8,2,,0.00,6,Rain-Thunderstorm,290<br />
2001-6-4,31,28,25,26,25,24,100,85,70,1011,1008,1006,10,10,7,21,5,,0.00,6,Rain,223<br />
2001-6-5,33,29,25,26,24,23,94,82,59,1009,1008,1005,10,9,5,19,3,,0.00,5,Rain-Thunderstorm,291<br />
2001-6-6,28,27,25,26,24,23,100,89,79,1010,1008,1005,10,9,5,13,2,,0.00,6,Rain-Thunderstorm,197<br />
2001-6-7,31,28,25,26,25,23,100,89,70,1009,1007,1006,10,9,5,14,3,,0.00,5,Rain-Thunderstorm,198<br />
2001-6-8,31,27,24,26,24,22,94,81,62,1009,1008,1006,10,10,5,16,8,,0.00,6,Rain,248<br />
2001-6-9,33,29,26,26,24,23,94,80,55,1009,1008,1007,10,10,9,13,2,,0.00,6,,89<br />
2001-6-10,33,29,26,26,26,24,100,82,59,1009,1008,1006,10,9,5,21,5,,0.00,6,,119<br />
2001-6-11,31,29,27,26,26,24,89,82,70,1010,1008,1007,10,10,6,14,10,,0.00,5,Rain-Thunderstorm,110<br />
2001-6-12,33,29,26,27,25,24,94,82,62,1010,1009,1007,10,10,9,24,5,,0.00,5,,65<br />
2001-6-13,32,29,26,27,25,23,100,84,62,1011,1009,1008,10,9,6,19,3,,0.00,5,Thunderstorm,310<br />
2001-6-14,32,29,26,26,25,24,94,82,66,1011,1010,1008,10,10,8,19,3,,0.00,5,,193<br />
2001-6-15,29,27,24,26,24,23,100,85,70,1011,1009,1007,10,9,2,21,2,39,0.00,6,Rain-Thunderstorm,250<br />
2001-6-16,29,26,22,25,24,22,100,88,79,1011,1009,1008,10,9,3,21,3,,0.00,6,Rain-Thunderstorm,221<br />
2001-6-17,31,28,26,26,24,23,94,80,70,1011,1009,1007,10,10,10,16,3,,0.00,6,,201<br />
2001-6-18,31,28,26,25,24,23,89,80,66,1012,1009,1008,10,10,9,19,5,,0.00,6,Rain,198<br />
2001-6-19,32,28,25,26,25,23,100,81,62,1011,1009,1007,10,9,5,21,5,,0.00,5,,205<br />
2001-6-20,29,27,26,25,24,4,94,80,70,1011,1009,1007,10,10,5,14,5,,0.00,6,Rain,206<br />
2001-6-21,32,29,26,26,24,23,89,78,62,1010,1008,1006,10,10,10,19,5,,0.00,6,,187<br />
2001-6-22,29,27,26,26,26,24,94,87,74,1010,1008,1006,10,10,5,16,8,,0.00,6,Rain,187<br />
2001-6-23,33,30,27,27,26,25,94,82,63,1010,1008,1006,10,10,10,14,5,,0.00,6,,190<br />
2001-6-24,32,30,28,27,26,25,89,81,66,1010,1009,1007,10,10,10,19,10,,0.00,6,,155<br />
2001-6-25,32,29,27,27,26,24,94,80,62,1010,1009,1007,10,10,10,21,8,,0.00,6,,147<br />
2001-6-26,30,27,24,26,24,22,100,82,62,1010,1009,1007,10,9,3,32,6,50,0.00,6,Rain-Thunderstorm,224<br />
2001-6-27,31,29,27,26,25,23,94,81,70,1010,1009,1007,10,10,8,16,3,,0.00,5,Thunderstorm,194<br />
2001-6-28,30,28,27,27,25,23,94,82,70,1011,1009,1007,10,10,10,23,6,,0.00,6,Thunderstorm,185<br />
2001-6-29,29,26,23,26,24,22,100,87,70,1013,1011,1009,10,9,3,32,5,61,0.00,6,Rain-Thunderstorm,213<br />
2001-6-30,32,29,27,26,24,23,89,78,59,1012,1010,1008,10,10,10,19,5,,0.00,6,,194<br />
2001-7-1,32,29,27,27,26,25,94,81,66,1011,1010,1007,10,10,9,19,8,,0.00,6,,160<br />
2001-7-2,32,29,27,26,25,24,89,78,62,1011,1009,1007,10,10,10,26,11,,0.00,6,,180<br />
2001-7-3,31,29,27,26,25,24,94,79,66,1010,1008,1005,10,10,9,26,11,,0.00,6,Rain,187<br />
2001-7-4,31,29,27,25,24,24,89,79,66,1009,1007,1005,10,10,9,19,8,,0.00,6,,188<br />
2001-7-5,32,29,26,26,24,23,94,78,62,1009,1008,1006,10,10,10,23,10,,0.00,6,,186<br />
2001-7-6,31,28,26,25,23,23,84,74,62,1009,1008,1006,10,10,10,23,13,,0.00,6,,176<br />
2001-7-7,32,29,26,24,23,21,83,72,58,1010,1008,1007,10,10,10,24,10,,0.00,6,,184<br />
2001-7-8,32,29,26,25,24,22,89,75,58,1011,1009,1007,10,10,10,19,10,,0.00,6,,180<br />
2001-7-9,33,30,27,26,25,24,89,77,62,1010,1009,1006,10,10,10,21,14,,0.00,5,,131<br />
2001-7-10,32,30,28,26,26,23,89,79,59,1011,1009,1007,10,10,10,19,11,,0.00,6,,151<br />
2001-7-11,32,29,26,27,26,23,94,83,66,1011,1009,1007,10,10,6,21,10,,0.00,6,Rain-Thunderstorm,142<br />
2001-7-12,32,28,24,26,25,24,100,85,70,1010,1009,1007,10,9,5,21,5,,0.00,6,,209<br />
2001-7-13,32,28,25,27,26,24,100,86,66,1010,1008,1007,10,7,4,13,3,,0.00,6,Rain-Thunderstorm,187<br />
2001-7-14,34,30,27,27,25,24,94,78,56,1011,1009,1007,10,10,9,16,5,,0.00,5,,180<br />
2001-7-15,32,28,24,27,26,24,100,85,66,1012,1010,1008,10,9,3,23,6,,0.00,5,Rain-Thunderstorm,153<br />
2001-7-16,32,28,25,26,25,23,100,84,66,1013,1010,1008,10,8,5,19,3,,0.00,6,,230<br />
2001-7-17,31,28,26,26,24,23,94,83,66,1012,1010,1008,10,9,6,24,3,,0.00,6,Rain,187<br />
2001-7-18,33,29,26,25,24,21,94,77,52,1011,1009,1007,10,10,10,16,3,,0.00,6,,196<br />
2001-7-19,32,29,26,26,25,23,100,82,62,1010,1009,1006,10,10,10,16,3,,0.00,5,,178<br />
2001-7-20,33,28,24,26,26,22,100,86,63,1010,1008,1006,10,9,3,23,6,,0.00,6,Rain-Thunderstorm,131<br />
2001-7-21,32,28,25,26,25,23,100,83,59,1009,1007,1005,10,10,8,19,3,,0.00,6,,186<br />
2001-7-22,32,29,26,26,25,23,94,79,59,1009,1008,1006,10,10,10,14,5,,0.00,5,,173<br />
2001-7-23,32,29,26,26,25,23,94,80,59,1009,1007,1005,10,10,8,27,3,,0.00,5,,152<br />
2001-7-24,32,28,25,26,24,9,94,75,36,1017,1008,1005,10,10,10,14,6,,0.00,6,,142<br />
2001-7-25,32,29,26,25,24,22,94,78,55,1010,1008,1006,10,10,4,23,3,,0.00,5,Rain-Thunderstorm,214<br />
2001-7-26,30,28,26,26,24,24,94,84,70,1010,1009,1007,10,10,1,21,5,,0.00,5,Rain-Thunderstorm,176<br />
2001-7-27,32,29,27,26,24,23,94,80,62,1010,1009,1007,10,10,10,21,8,,0.00,6,,170<br />
2001-7-28,32,28,24,27,24,22,100,87,59,1010,1009,1007,10,9,3,35,5,,0.00,6,Rain-Thunderstorm,179<br />
2001-7-29,32,28,24,26,24,23,100,86,66,1011,1010,1008,10,9,3,23,3,,0.00,5,Rain,185<br />
2001-7-30,31,28,26,26,25,23,94,85,70,1012,1010,1008,10,9,3,21,5,,0.00,4,Rain-Thunderstorm,163<br />
2001-7-31,31,28,25,26,24,23,100,85,66,1012,1010,1008,10,9,3,27,5,,0.00,5,Rain-Thunderstorm,183<br />
2001-8-1,28,27,26,25,25,24,94,89,79,1011,1009,1006,10,9,7,10,2,,0.00,6,Rain,232<br />
2001-8-2,28,26,23,26,24,23,100,88,74,1010,1008,1006,10,9,3,21,2,,0.00,6,Rain-Thunderstorm,220<br />
2001-8-3,29,27,25,25,24,22,94,84,70,1011,1009,1008,10,10,10,14,2,,0.00,6,Rain-Thunderstorm,214<br />
